Outlet_ID,area(sqft),tot_revnew,tot_icecream_vol,Clusters
1303,8210,15217010.0,18874.6,8
5207,5005,13303940.0,15724.2,1
4343,7931,14467370.0,18067.800000000003,8
8741,6319,13788260.0,17364.0,1
1314,8216,14280550.0,17716.0,8
4505,7057,13884240.0,16528.2,8
8530,3636,14070880.0,17280.4,1
2253,3607,13108830.0,16838.6,1
2051,4174,14910920.0,18373.2,1
7703,6692,15016710.0,18446.4,8
5357,3830,13493200.0,16442.8,1
5566,7310,13130110.0,15760.0,8
1993,6447,13145170.0,15756.6,8
5458,4839,13522090.0,17491.800000000003,1
9960,4690,14184310.0,17087.2,1
1202,8570,15502490.0,19082.4,8
3156,7817,14859300.0,18459.0,8
5979,6987,14704580.0,17739.0,8
1425,6718,13281560.0,16342.2,8
7758,9910,13393550.0,17141.800000000003,8
9572,8365,14564290.0,17528.6,8
8297,1761,6060240.0,8556.400000000001,4
1356,1127,6417810.0,8873.2,4
7308,3139,5787770.0,7827.0,4
1832,2478,5778810.0,7885.0,4
1983,2708,6243080.0,8753.400000000001,4
6162,1275,6105470.0,8274.6,4
4532,1959,5540320.0,7418.8,4
6745,795,6149820.0,8586.8,4
6878,3560,5784900.0,7656.8,4
8588,2922,6307100.0,8635.2,4
4432,1323,5963810.0,8106.8,4
1927,1754,5661780.0,7454.8,4
5967,3675,5852640.0,7833.400000000001,4
8366,2221,5340480.0,7091.400000000001,4
2737,2470,5930430.0,8150.6,4
8781,3577,5927120.0,7954.2,4
2566,2089,5803250.0,7760.0,4
6977,3215,5907040.0,7826.400000000001,4
4255,1862,6248220.0,8798.0,4
1125,1189,5907400.0,8346.2,4
1307,3522,6132810.0,8379.8,4
7464,3623,12156490.0,16517.2,3
7133,2267,6358650.0,8823.2,4
5322,1850,5682240.0,7683.2,4
3554,511,6241180.0,8517.2,4
2592,1737,6753620.0,9391.0,4
8867,2172,11914730.0,15841.800000000001,3
5224,2111,6120450.0,8359.0,4
5346,1398,5769290.0,7812.0,4
7073,2978,6282180.0,8713.6,4
3049,1188,5973270.0,8320.6,4
9650,1244,5859980.0,8036.6,4
8514,2501,5884210.0,8204.400000000001,4
5355,3439,5744730.0,8040.8,4
5934,1769,6305990.0,8599.6,4
7545,2995,5905340.0,7988.2,4
7630,3924,6114060.0,8351.8,4
7384,3441,5965610.0,7888.2,4
3641,3105,5736660.0,7817.6,4
4755,1873,6100380.0,8536.2,4
1414,1294,6254660.0,8713.0,4
7069,2957,5473640.0,7413.6,4
7720,3905,5726780.0,7731.2,4
3018,1129,5828590.0,7995.8,4
1382,3640,5808770.0,7933.0,4
3499,828,5499460.0,7630.400000000001,4
1723,2745,6008060.0,7972.400000000001,4
8809,561,5943200.0,7954.6,4
3269,742,5971370.0,7850.2,4
8559,3976,5339570.0,6965.8,4
1446,3411,5697580.0,7497.0,4
9330,677,5949550.0,8327.400000000001,4
1323,1215,5244330.0,7001.8,4
4800,2228,6035070.0,8339.6,4
5842,1908,5766170.0,7776.400000000001,4
7552,2089,5713440.0,7544.6,4
8822,1342,5570850.0,7375.400000000001,4
2951,2833,5836300.0,7609.6,4
3125,1761,6014450.0,8275.8,4
8375,1082,5676890.0,8076.8,4
1911,1201,5666440.0,7533.8,4
8755,2208,6338160.0,8705.8,4
6513,2004,5776710.0,7919.8,4
6859,797,5381220.0,7063.200000000001,4
3631,1194,6039790.0,8214.0,4
4548,2410,6354800.0,8812.6,4
8661,2888,5925810.0,8355.0,4
3762,3483,6030490.0,7891.6,4
1304,2372,12338800.0,16662.4,3
4205,1048,6023000.0,8515.0,4
7161,2769,5993230.0,8225.0,4
2423,1902,5964320.0,8046.8,4
6201,694,6048450.0,8148.0,4
5959,2254,5936020.0,7923.6,4
8138,3576,5672950.0,7896.400000000001,4
4302,3874,5680250.0,7645.6,4
2391,683,5780580.0,8273.6,4
7722,3596,6417290.0,8713.0,4
7001,1928,5642970.0,7628.6,4
9181,2365,6207080.0,8723.8,4
6149,2521,6139090.0,8432.8,4
2333,1517,5465480.0,7435.2,4
2533,1545,6351730.0,8588.6,4
4013,2637,6200690.0,8775.0,4
5926,1016,5389410.0,7152.0,4
4384,3445,5676140.0,7911.6,4
9544,3653,6166680.0,8631.2,4
2085,3876,5860120.0,7895.400000000001,4
8087,3274,6423840.0,8809.2,4
4960,1513,6407940.0,8777.400000000001,4
7063,2784,6075660.0,8255.8,4
7686,3539,6454480.0,8860.2,4
6334,2607,5845440.0,8005.6,4
7594,2473,6172890.0,8416.0,4
9659,878,5946640.0,7913.0,4
6875,1158,6148690.0,8586.0,4
3522,1478,5839030.0,8139.6,4
9607,2887,6335130.0,8809.8,4
6137,3970,5670800.0,7431.2,4
9620,2397,5810720.0,7836.0,4
4057,1079,6211880.0,8480.8,4
8367,3706,6270070.0,8419.400000000001,4
1587,3137,6020830.0,8287.6,4
2453,2450,6701560.0,9426.8,4
6161,2380,5667630.0,7776.2,4
4271,1659,5970810.0,8384.0,4
2857,3426,6307550.0,8604.400000000001,4
1217,3900,5992250.0,8167.6,4
9060,3223,5847690.0,7991.6,4
4613,3025,6058590.0,8344.6,4
7679,2097,5164530.0,6879.8,4
8797,2844,5529200.0,7598.8,4
2002,1452,5926180.0,8102.6,4
7527,1445,5794480.0,7713.400000000001,4
4107,3240,6119840.0,8600.8,4
1935,2061,6613010.0,9223.6,4
4030,1371,5951880.0,7945.8,4
4962,692,6258150.0,8651.6,4
5642,3766,5893280.0,8173.0,4
2631,995,6055120.0,8174.0,4
2504,2944,5822610.0,8046.0,4
4195,2804,6197410.0,8614.2,4
5176,3406,5582660.0,7557.400000000001,4
8114,2968,6012530.0,8108.400000000001,4
8208,880,5951100.0,8187.200000000001,4
3107,2410,6166870.0,8555.0,4
7950,1076,6174200.0,8457.8,4
1541,3139,6814550.0,9347.0,4
7567,3954,5994330.0,8127.0,4
4862,2195,5994030.0,8144.8,4
6953,2077,5843390.0,8210.2,4
4173,2895,6232530.0,8543.8,4
1036,2584,6338870.0,8801.6,4
8448,564,5898320.0,7970.8,4
6737,502,6149310.0,8450.0,4
8304,2759,5633500.0,7696.2,4
6052,922,6153520.0,8585.0,4
5189,1130,5938720.0,8086.8,4
5712,2889,5631960.0,7568.8,4
6411,2557,6045580.0,8364.0,4
1769,764,5847550.0,7890.8,4
4014,3864,6091430.0,8309.0,4
6020,2667,6011360.0,8299.6,4
7045,2917,6484360.0,9022.400000000001,4
7863,943,5875260.0,8084.0,4
8293,3904,5840610.0,7939.0,4
3723,3435,6276980.0,8708.6,4
7492,3638,6730190.0,9293.2,4
4984,960,5251020.0,6934.8,4
4028,3650,5459730.0,7463.2,4
3203,1667,5990760.0,8248.0,4
9641,2031,6241750.0,8615.6,4
7359,3811,6312170.0,8906.0,4
1476,831,5777100.0,7719.0,4
1256,2267,5863070.0,7745.2,4
8378,1759,6219940.0,8585.8,4
5867,3264,5799560.0,7867.2,4
1968,3453,5832110.0,7902.8,4
3859,1181,6041030.0,8358.2,4
8092,981,6101890.0,8218.8,4
7736,1306,5696560.0,7741.8,4
3813,3653,6064610.0,8362.2,4
1255,2423,6099160.0,8461.400000000001,4
7562,3246,5764230.0,7851.6,4
1143,2545,6276310.0,8757.8,4
7484,1534,5555430.0,7629.400000000001,4
1866,1632,6156730.0,8681.400000000001,4
7033,3590,6122610.0,8416.8,4
5792,776,5761700.0,7713.6,4
5884,3405,6270740.0,8707.0,4
9786,863,5735790.0,7690.8,4
5003,2524,6216600.0,8745.400000000001,4
3435,3159,6112660.0,8591.0,4
7750,3205,5878570.0,7893.8,4
2897,3336,6250540.0,8511.400000000001,4
4119,3858,5631520.0,7693.0,4
2978,3495,5942690.0,8061.400000000001,4
6549,1141,6409630.0,8826.0,4
1210,3322,6072600.0,8526.8,4
8207,3539,6104580.0,8344.6,4
1365,1291,7603540.0,11171.0,4
1429,2854,9571970.0,11430.2,9
1485,4535,21663150.0,24490.6,3
1543,7431,18341640.0,21142.4,3
1750,1093,13525100.0,15156.400000000001,9
2074,6190,20631800.0,26438.0,3
2077,4641,16728200.0,20019.800000000003,3
2170,6169,20714290.0,22870.6,3
2819,1899,10527440.0,16864.800000000003,1
3127,4540,17331370.0,23105.4,1
3549,4292,17959500.0,21041.0,3
3741,6768,13631640.0,15057.2,9
3946,5044,18810070.0,26056.600000000002,1
3985,6440,19978090.0,25796.4,3
4003,2990,7063010.0,10233.2,4
4015,6027,34775130.0,40760.0,6
4520,2141,12724280.0,13889.2,9
5563,2985,7908030.0,12297.2,4
5913,3673,19424170.0,25037.800000000003,3
6214,4052,16672100.0,22352.0,1
6574,4980,19631190.0,22069.0,3
6628,4727,16113850.0,22480.6,1
6708,5992,17045900.0,22231.6,1
7029,3616,19290810.0,24981.0,3
7358,5024,20341880.0,26210.800000000003,3
7422,2021,7621840.0,11702.4,4
7799,1712,18692500.0,23857.6,3
7948,2832,19735490.0,25028.2,3
8229,2319,19104500.0,24439.4,3
8278,3600,10529650.0,9466.0,9
8564,6145,17592030.0,20059.4,3
8631,3196,7413370.0,10495.400000000001,4
9465,6650,18376170.0,21924.4,3
9541,5468,20369970.0,25275.0,3
9672,7165,22981250.0,26425.0,3
9841,2179,9817490.0,11691.0,9
9980,7527,16198010.0,18727.8,3
